RecipeName,Ingredients,Preparation
Oatmeal Protein Shake,"""100g banana|30g of oats|200ml of skimmed milk| 1 tablespoon of peanut butter|1 tablespoon protein powder(flavour of choice) """,Put all the ingredients in the blender. Blend until you get a smooth and creamy texture. Pout the smoothie into a glass and enjoy.
