Date,ibm,wmt,msft,amzn
3/6/2019,118.19,92.887,108.29,1668.95
3/5/2019,118.98,92.961,108.24,1692.43
3/4/2019,119.46,92.499,108.8,1696.17
3/1/2019,120.12,92.572,109.05,1671.73
2/28/2019,119.19,93.576,108.57,1639.83
2/27/2019,120.09,92.745,108.71,1641.09
2/26/2019,120.57,93.291,108.89,1636.4
2/25/2019,120.35,93.7,108.14,1633
2/22/2019,120.17,94.106,107.55,1631.56
2/21/2019,118.94,93.956,106.04,1619.44
2/20/2019,119.08,94.418,103.86,1622.1
2/19/2019,119.69,96.601,104.37,1627.58
2/15/2019,119.1,94.519,104.42,1607.95
2/14/2019,117.77,93.134,103.17,1622.65
2/13/2019,118.67,92.582,103.08,1640
2/12/2019,117.38,91.665,103.16,1638.01
2/11/2019,115.63,90.938,101.54,1591
2/8/2019,115.38,90.354,101.96,1588.22
2/7/2019,114.95,91.439,101.56,1614.37
2/6/2019,116.29,90.41,102.31,1640.26
2/5/2019,115.63,90.372,103.48,1658.81
2/4/2019,115.3,89.588,102.03,1633.31
2/1/2019,114.38,88.728,99.183,1626.23
1/31/2019,114.65,90.589,100.79,1718.73
1/30/2019,114.61,89.617,102.65,1670.43
1/29/2019,114.57,91.419,99.335,1593.88
1/28/2019,114.51,91.752,101.38,1637.89
1/25/2019,114.3,91.637,103.43,1670.57
1/24/2019,113.04,92.981,102.47,1654.93
1/23/2019,113.35,93.311,102.98,1640.02
1/22/2019,104.52,92.158,101.97,1632.17
1/18/2019,105.6,92.384,103.96,1696.2
1/17/2019,104.21,91.449,102.4,1693.22
1/16/2019,103.75,91.08,101.67,1683.78
1/15/2019,103.84,90.987,101.31,1674.56
1/14/2019,102.68,89.756,98.488,1617.21
1/11/2019,103.6,89.653,99.203,1640.56
1/10/2019,103.89,89.766,99.99,1656.22
1/9/2019,102.95,89.7,100.64,1659.42
1/8/2019,102.22,89.992,99.203,1656.58
1/7/2019,100.79,89.37,98.498,1629.51
1/4/2019,100.08,88.329,98.372,1575.39
1/3/2019,96.322,87.781,93.991,1500.28
1/2/2019,98.259,88.235,97.583,1539.13
